"","transcript_id","chr_name","start","end","transcript_size","CDS_length","number_exons","gene_id","ns","s","CUB_dmel"
"242","ENSBTAT00000015176","1",99998256,100031739,33483,1207,8,"ENSBTAG00000011423",53,18,0.527907167241669
"243","ENSBTAT00000015200","1",143514555,143523446,8891,2321,13,"ENSBTAG00000011437",256,91,0.268857233634856
"244","ENSBTAT00000015298","1",112686348,112686731,383,383,1,"ENSBTAG00000024623",14,2,0.310612094197253
"245","ENSBTAT00000015318","1",126593309,126700955,107646,5067,42,"ENSBTAG00000011524",138,46,0.636558731399324
"246","ENSBTAT00000015319","1",1105559,1112114,6555,172,2,"ENSBTAG00000011528",3,3,0.156074535667398
"247","ENSBTAT00000015321","1",126483344,126591858,108514,7873,47,"ENSBTAG00000011529",325,91,0.717603326397628
"248","ENSBTAT00000015373","1",116033675,116050044,16369,1237,5,"ENSBTAG00000011569",35,15,0.621787390653981
"249","ENSBTAT00000015389","1",125872752,125874332,1580,1580,1,"ENSBTAG00000011584",253,83,0.390719876665533
"250","ENSBTAT00000015441","1",138872226,138995892,123666,2730,27,"ENSBTAG00000011626",82,30,0.483063882609925
"251","ENSBTAT00000015451","1",137259295,137294325,35030,1151,10,"ENSBTAG00000011634",37,11,0.274062212138373
"252","ENSBTAT00000015465","1",143262131,143274902,12771,703,8,"ENSBTAG00000011645",67,25,0.209372072880349
"253","ENSBTAT00000015483","1",71415331,71419349,4018,1687,2,"ENSBTAG00000011659",188,79,0.232914491667627
"254","ENSBTAT00000015600","1",96395573,96426821,31248,1562,13,"ENSBTAG00000011742",55,18,0.22605183141281
"255","ENSBTAT00000015668","1",145668949,145687207,18258,3046,35,"ENSBTAG00000011802",435,180,0.328711656522324
"256","ENSBTAT00000015755","1",57229528,57258152,28624,903,6,"ENSBTAG00000011871",16,9,0.392201599285912
"257","ENSBTAT00000015758","1",148604914,148639708,34794,2553,15,"ENSBTAG00000011876",77,29,0.473109795140313
"258","ENSBTAT00000015764","1",148658369,148683435,25066,1712,13,"ENSBTAG00000011880",93,38,0.099294226230785
"259","ENSBTAT00000015813","1",58926907,58943035,16128,725,4,"ENSBTAG00000011921",61,23,0.166939594296577
"260","ENSBTAT00000015819","1",58975738,58989525,13787,2002,2,"ENSBTAG00000011928",144,53,0.491584208295514
"261","ENSBTAT00000015905","1",122280166,122298081,17915,991,8,"ENSBTAG00000011986",28,11,0.199890125474054
"262","ENSBTAT00000015936","1",129556881,129560367,3486,300,3,"ENSBTAG00000020028",30,11,0.190266400788199
"263","ENSBTAT00000015939","1",157996925,158004891,7966,591,6,"ENSBTAG00000012023",20,8,0.327890516585777
"264","ENSBTAT00000016071","1",110929826,110952818,22992,1963,5,"ENSBTAG00000012120",55,11,0.326597068874085
"265","ENSBTAT00000016106","1",45082291,45144871,62580,2369,16,"ENSBTAG00000012140",90,37,0.269277931921302
"266","ENSBTAT00000016137","1",118956603,118999842,43239,3203,19,"ENSBTAG00000012164",100,47,0.330790166554786
"267","ENSBTAT00000016291","1",82830354,82844017,13663,2685,24,"ENSBTAG00000012284",288,91,0.220060393038682
"268","ENSBTAT00000016384","1",70809864,70827420,17556,1011,9,"ENSBTAG00000012347",32,20,0.166536871193018
"269","ENSBTAT00000016454","1",93681319,93683503,2184,313,2,"ENSBTAG00000012401",5,2,0.184291566430943
"270","ENSBTAT00000016471","1",75005125,75283014,277889,724,5,"ENSBTAG00000012413",12,3,0.165928429234475
"271","ENSBTAT00000016473","1",3103263,3179754,76491,6768,39,"ENSBTAG00000012412",648,251,0.309967166056368
"272","ENSBTAT00000016526","1",82970705,82977115,6410,1289,10,"ENSBTAG00000020106",60,19,0.197959153019505
"273","ENSBTAT00000016535","1",88010226,88037605,27379,862,5,"ENSBTAG00000012463",57,22,0.174728769509582
"274","ENSBTAT00000016545","1",80006370,80057228,50858,2173,11,"ENSBTAG00000012467",156,59,0.17911489363504
"275","ENSBTAT00000016581","1",158336789,158359659,22870,1320,9,"ENSBTAG00000012497",94,37,0.168169036685759
"276","ENSBTAT00000016666","1",86048199,86120944,72745,1601,16,"ENSBTAG00000016457",27,8,0.625093164011624
"277","ENSBTAT00000016702","1",64275626,64294945,19319,848,7,"ENSBTAG00000012581",36,10,0.23299916708212
"278","ENSBTAT00000016717","1",1391191,1455025,63834,369,3,"ENSBTAG00000012594",23,3,0.114418219629732
"279","ENSBTAT00000016779","1",56426038,56476141,50103,1016,4,"ENSBTAG00000012646",48,22,0.119201014810443
"280","ENSBTAT00000016889","1",80082562,80085391,2829,787,2,"ENSBTAG00000012706",95,25,0.335397009972815
"281","ENSBTAT00000016890","1",99660710,99691600,30890,1222,8,"ENSBTAG00000012708",39,16,0.393195309433788
"282","ENSBTAT00000017002","1",84059175,84074724,15549,726,6,"ENSBTAG00000012797",11,4,0.518248621097814
"283","ENSBTAT00000017003","1",156340497,156841776,501279,3296,16,"ENSBTAG00000012798",218,97,0.145786927767914
"284","ENSBTAT00000017057","1",151565702,151680026,114324,6050,19,"ENSBTAG00000012837",323,117,0.10277681334792
"285","ENSBTAT00000017071","1",130793718,130816598,22880,1015,11,"ENSBTAG00000012850",44,17,0.119818120031897
"286","ENSBTAT00000017100","1",158219014,158228006,8992,1673,10,"ENSBTAG00000012867",177,54,0.183923310682887
"287","ENSBTAT00000017147","1",2098971,2124278,25307,1028,7,"ENSBTAG00000012899",50,15,0.157928053453792
"288","ENSBTAT00000017155","1",22783952,22793409,9457,1408,5,"ENSBTAG00000012908",70,26,0.337973257518755
"289","ENSBTAT00000017301","1",111732921,111803238,70317,2063,16,"ENSBTAG00000013013",66,29,0.427658443285771
"290","ENSBTAT00000017358","1",50271750,50479888,208138,2755,17,"ENSBTAG00000013057",74,28,0.276028602847232
"291","ENSBTAT00000017379","1",66248791,66288650,39859,1781,13,"ENSBTAG00000013069",46,18,0.511333338068146
"292","ENSBTAT00000017380","1",66294181,66349416,55235,780,6,"ENSBTAG00000013070",54,14,0.415686156193662
"293","ENSBTAT00000017467","1",97604766,97609503,4737,1313,4,"ENSBTAG00000013141",57,20,0.109294331152978
"294","ENSBTAT00000017476","1",76974045,76989030,14985,629,4,"ENSBTAG00000013148",58,22,0.131056376656946
"295","ENSBTAT00000017558","1",71224024,71225217,1193,487,2,"ENSBTAG00000013192",4,3,0.223825835433139
"296","ENSBTAT00000017571","1",73132670,73134286,1616,1616,1,"ENSBTAG00000013203",194,65,0.371890781234183
"297","ENSBTAT00000017575","1",76585279,76665171,79892,1551,9,"ENSBTAG00000013205",39,6,0.145120749912368
"298","ENSBTAT00000017579","1",73069867,73124376,54509,3647,31,"ENSBTAG00000013204",90,35,0.49552284820552
"299","ENSBTAT00000017592","1",87029045,87336584,307539,1795,14,"ENSBTAG00000013219",56,31,0.149909505334618
"300","ENSBTAT00000017678","1",58218879,58326306,107427,2444,25,"ENSBTAG00000013292",94,46,0.103309720114209
"301","ENSBTAT00000017712","1",71022119,71043379,21260,1713,6,"ENSBTAG00000013317",20,11,0.423785175773792
"302","ENSBTAT00000017713","1",71045912,71052495,6583,639,3,"ENSBTAG00000013319",26,12,0.233393556250464
"303","ENSBTAT00000017716","1",44751343,44847459,96116,840,6,"ENSBTAG00000013321",21,11,0.231008791609606
"304","ENSBTAT00000017800","1",116201776,116227629,25853,1155,6,"ENSBTAG00000013378",20,8,0.555314656605664
"305","ENSBTAT00000017878","1",113383271,113519789,136518,2596,14,"ENSBTAG00000013439",153,61,0.107750345328644
"306","ENSBTAT00000017899","1",76794972,76815580,20608,442,5,"ENSBTAG00000013456",20,6,0.286945225441884
"307","ENSBTAT00000017901","1",46001965,46015135,13170,592,5,"ENSBTAG00000015069",22,17,0.422765404503343
"308","ENSBTAT00000017903","1",46028952,46058280,29328,3145,11,"ENSBTAG00000013460",142,46,0.335845172165013
"309","ENSBTAT00000017905","1",46061491,46066911,5420,465,6,"ENSBTAG00000013461",14,10,0.305228569487
"310","ENSBTAT00000017907","1",46077393,46097916,20523,2563,11,"ENSBTAG00000013464",75,22,0.369923230315603
"311","ENSBTAT00000017908","1",46142270,46164957,22687,1651,5,"ENSBTAG00000013465",107,34,0.107825902980762
"312","ENSBTAT00000018085","1",139225848,139238293,12445,857,7,"ENSBTAG00000013600",35,16,0.226497572188825
"313","ENSBTAT00000018087","1",139241625,139362396,120771,6927,42,"ENSBTAG00000013602",206,67,0.592635050570448
"314","ENSBTAT00000018116","1",139443103,139457218,14115,517,5,"ENSBTAG00000013629",26,7,0.143923801251103
"315","ENSBTAT00000018153","1",96572473,96576052,3579,362,4,"ENSBTAG00000007394",21,4,0.47350826370523
"316","ENSBTAT00000018159","1",44065986,44070988,5002,2233,2,"ENSBTAG00000013662",258,145,0.141191908200043
"317","ENSBTAT00000018160","1",44086074,44481119,395045,827,10,"ENSBTAG00000013663",38,14,0.255262527712304
"318","ENSBTAT00000018161","1",44096870,44211469,114599,3544,5,"ENSBTAG00000013664",81,31,0.24577365723745
"319","ENSBTAT00000018165","1",44485049,44508634,23585,1022,7,"ENSBTAG00000013667",29,19,0.139776197442287
"320","ENSBTAT00000018208","1",69521777,69669505,147728,2129,13,"ENSBTAG00000000496",150,51,0.156561200590595
"321","ENSBTAT00000018248","1",69127863,69177518,49655,1434,6,"ENSBTAG00000013727",33,12,0.28640530752762
"322","ENSBTAT00000018278","1",69197294,69312082,114788,2385,15,"ENSBTAG00000013755",155,63,0.27538222623192
"323","ENSBTAT00000018387","1",1099329,1100081,752,752,1,"ENSBTAG00000013841",11,10,0.250099743087003
"324","ENSBTAT00000018474","1",57984296,58021138,36842,3327,18,"ENSBTAG00000013909",386,120,0.232999601840088
"325","ENSBTAT00000018490","1",58075025,58113303,38278,1390,11,"ENSBTAG00000013920",42,21,0.478397903249049
"326","ENSBTAT00000018519","1",97196214,97271655,75441,2973,15,"ENSBTAG00000013938",120,42,0.413919839666619
"327","ENSBTAT00000018647","1",127674519,127703838,29319,533,4,"ENSBTAG00000050763",5,3,0.139237449747917
"328","ENSBTAT00000018785","1",66771565,66772601,1036,301,2,"ENSBTAG00000014133",7,3,0.260862204404097
"329","ENSBTAT00000018795","1",127050596,127086091,35495,830,7,"ENSBTAG00000014140",51,20,0.232530567662389
"330","ENSBTAT00000018809","1",143182117,143201816,19699,1298,10,"ENSBTAG00000014153",114,32,0.132454413385216
"331","ENSBTAT00000018814","1",63957312,63961899,4587,1431,3,"ENSBTAG00000014157",58,16,0.418488299365406
"332","ENSBTAT00000018888","1",70176742,70179434,2692,326,4,"ENSBTAG00000014208",11,6,0.320942384505369
"333","ENSBTAT00000018917","1",7114280,7127799,13519,1629,15,"ENSBTAG00000014233",27,9,0.446714633768454
"334","ENSBTAT00000019001","1",44651054,44687874,36820,1815,12,"ENSBTAG00000014302",97,43,0.358623180942952
"335","ENSBTAT00000019018","1",148516759,148590635,73876,5816,28,"ENSBTAG00000014306",550,210,0.126587463063174
"336","ENSBTAT00000019041","1",111829700,111849156,19456,1644,6,"ENSBTAG00000014318",45,21,0.376055780691356
"337","ENSBTAT00000019209","1",56306274,56402556,96282,1696,14,"ENSBTAG00000014441",69,25,0.184528252805149
"338","ENSBTAT00000019214","1",83419579,83420325,746,746,1,"ENSBTAG00000014449",27,8,0.26941544256324
"339","ENSBTAT00000019219","1",83315573,83395981,80408,4206,30,"ENSBTAG00000014451",100,47,0.239147834397934
"340","ENSBTAT00000019227","1",83246881,83301082,54201,1199,10,"ENSBTAG00000014460",32,11,0.255918581772198
"341","ENSBTAT00000019228","1",134840472,134844455,3983,220,2,"ENSBTAG00000014461",10,4,0.27621009445054
"342","ENSBTAT00000019285","1",66103654,66108386,4732,2068,2,"ENSBTAG00000014508",77,28,0.0921006427719861
"343","ENSBTAT00000019358","1",72326835,72498046,171211,1175,4,"ENSBTAG00000014564",97,27,0.391439459601473
"344","ENSBTAT00000019385","1",67982341,68068092,85751,3488,16,"ENSBTAG00000014567",127,64,0.169683327260682
"345","ENSBTAT00000019421","1",131115399,131131685,16286,778,5,"ENSBTAG00000014589",42,18,0.178345578565372
"346","ENSBTAT00000019520","1",71088060,71092835,4775,1072,2,"ENSBTAG00000014660",15,10,0.41558510819541
"347","ENSBTAT00000019591","1",70484261,70509912,25651,3262,23,"ENSBTAG00000014721",158,42,0.117557677625036
"348","ENSBTAT00000019596","1",80468079,80473721,5642,1210,11,"ENSBTAG00000014724",57,23,0.458475505906392
"349","ENSBTAT00000019626","1",120897434,120900384,2950,1507,2,"ENSBTAG00000014751",188,74,0.358358693362422
"350","ENSBTAT00000019691","1",67572978,67636573,63595,915,6,"ENSBTAG00000014797",45,10,0.314897778213418
"351","ENSBTAT00000019767","1",129712841,129740282,27441,2672,22,"ENSBTAG00000014843",70,32,0.283182122498312
"352","ENSBTAT00000019804","1",70343003,70372454,29451,944,10,"ENSBTAG00000014874",40,14,0.435980987767495
"353","ENSBTAT00000019810","1",144227185,144234639,7454,1008,6,"ENSBTAG00000014880",46,23,0.215869905257059
"354","ENSBTAT00000019812","1",144242588,144256996,14408,1160,10,"ENSBTAG00000014882",106,32,0.202970087451717
"355","ENSBTAT00000019822","1",43113303,43194774,81471,2321,16,"ENSBTAG00000014889",106,57,0.180375279428723
"356","ENSBTAT00000019858","1",81138646,81192343,53697,1518,12,"ENSBTAG00000014915",121,44,0.147418301643941
"357","ENSBTAT00000019982","1",119297772,119329524,31752,1240,11,"ENSBTAG00000015008",25,12,0.251705804413303
"358","ENSBTAT00000020040","1",129626763,129651448,24685,398,4,"ENSBTAG00000015056",14,4,0.190452030409636
"359","ENSBTAT00000020053","1",56831560,56872159,40599,2136,15,"ENSBTAG00000015065",61,32,0.0877684127459102
"360","ENSBTAT00000020153","1",107433507,107440180,6673,615,6,"ENSBTAG00000015150",4,5,0.0738522153365951
"361","ENSBTAT00000020168","1",118809590,118817127,7537,601,5,"ENSBTAG00000015163",28,7,0.167730441928714
"362","ENSBTAT00000020222","1",131037131,131069418,32287,2304,15,"ENSBTAG00000015198",238,73,0.183734668787486
"363","ENSBTAT00000020239","1",2316407,2339105,22698,1582,8,"ENSBTAG00000015212",68,22,0.267261120376733
"364","ENSBTAT00000020252","1",132920385,133024296,103911,1604,16,"ENSBTAG00000015221",61,29,0.1361524475992
"365","ENSBTAT00000020266","1",54227008,54227649,641,641,1,"ENSBTAG00000022275",75,24,0.235073291740503
"366","ENSBTAT00000020353","1",128010285,128042419,32134,926,7,"ENSBTAG00000015310",60,24,0.375434881874864
"367","ENSBTAT00000020455","1",134087966,134552745,464779,2936,16,"ENSBTAG00000015377",148,74,0.228212069445696
"368","ENSBTAT00000020544","1",77390420,77688590,298170,2026,14,"ENSBTAG00000015460",46,23,0.16957842818697
"369","ENSBTAT00000020656","1",42197906,42223912,26006,1314,9,"ENSBTAG00000015546",84,25,0.119161101351889
"370","ENSBTAT00000020801","1",45743522,45816098,72576,3732,18,"ENSBTAG00000015662",96,24,0.331428010521423
"371","ENSBTAT00000020876","1",38360649,38419368,58719,1008,6,"ENSBTAG00000015728",22,10,0.363370562711046
"372","ENSBTAT00000021000","1",4759050,4760166,1116,193,2,"ENSBTAG00000015812",1,3,0.189287471451589
"373","ENSBTAT00000021123","1",65318399,65324450,6051,384,3,"ENSBTAG00000015892",15,3,0.309922165510034
"374","ENSBTAT00000021130","1",65388908,65433966,45058,700,8,"ENSBTAG00000015898",14,2,0.475421613381061
"375","ENSBTAT00000021330","1",126132753,126231448,98695,1239,9,"ENSBTAG00000016026",44,22,0.122932052004113
"376","ENSBTAT00000021594","1",106151438,106185883,34445,1494,15,"ENSBTAG00000016228",44,16,0.427654397436395
"377","ENSBTAT00000021694","1",73893640,74019385,125745,3561,30,"ENSBTAG00000016305",75,38,0.165733362346809
"378","ENSBTAT00000021695","1",132547747,132548300,553,397,2,"ENSBTAG00000016306",9,3,0.482794097459847
"379","ENSBTAT00000021880","1",86048045,86098598,50553,1773,15,"ENSBTAG00000016457",37,10,0.671794422114933
"380","ENSBTAT00000022018","1",56882970,56918317,35347,724,5,"ENSBTAG00000016554",44,15,0.172571330756468
"381","ENSBTAT00000022106","1",3210670,3222529,11859,700,5,"ENSBTAG00000016619",97,35,0.324147516020517
"382","ENSBTAT00000022113","1",83064172,83070990,6818,1332,9,"ENSBTAG00000016624",42,9,0.175584044983527
"383","ENSBTAT00000022152","1",67012322,67058291,45969,5374,17,"ENSBTAG00000016656",181,74,0.381719759339162
"384","ENSBTAT00000022522","1",45819469,45962831,143362,3117,24,"ENSBTAG00000016932",94,38,0.616029575471567
"385","ENSBTAT00000022547","1",158296790,158315915,19125,1467,9,"ENSBTAG00000016954",84,26,0.372583363234306
"386","ENSBTAT00000022580","1",70824727,70857795,33068,1209,9,"ENSBTAG00000016979",45,16,0.223875549243146
"387","ENSBTAT00000022607","1",135120832,135190757,69925,1421,13,"ENSBTAG00000016999",58,20,0.253071074536518
"388","ENSBTAT00000022620","1",144809641,144833528,23887,648,6,"ENSBTAG00000017010",92,36,0.273611506261809
"389","ENSBTAT00000022687","1",144759946,144777719,17773,2324,16,"ENSBTAG00000017060",238,63,0.530905923906986
"390","ENSBTAT00000022739","1",81712196,81757261,45065,2885,13,"ENSBTAG00000017103",98,33,0.116900631109341
"391","ENSBTAT00000022752","1",81696499,81704399,7900,787,5,"ENSBTAG00000017115",25,15,0.149365823366436
"392","ENSBTAT00000022784","1",53314713,53338518,23805,2402,19,"ENSBTAG00000017140",110,31,0.572528578641314
"393","ENSBTAT00000022827","1",102184529,102187468,2939,2939,1,"ENSBTAG00000017180",185,70,0.154659738202188
"394","ENSBTAT00000023019","1",3027148,3080424,53276,208,2,"ENSBTAG00000017310",25,8,0.315722471417726
"395","ENSBTAT00000023020","1",79658027,79659213,1186,346,2,"ENSBTAG00000017312",34,7,0.188316114259181
"396","ENSBTAT00000023029","1",144688354,144696594,8240,308,4,"ENSBTAG00000017321",28,3,0.151767002512195
"397","ENSBTAT00000023031","1",106838583,106839158,575,575,1,"ENSBTAG00000017322",5,4,0.213653685722398
"398","ENSBTAT00000023149","1",143642177,143727929,85752,994,8,"ENSBTAG00000017407",85,29,0.104147351276788
"399","ENSBTAT00000023150","1",106925312,107002030,76718,1515,18,"ENSBTAG00000017416",62,24,0.580432135964392
"400","ENSBTAT00000023157","1",143729215,143753694,24479,2195,16,"ENSBTAG00000017418",184,76,0.139843440807448
"401","ENSBTAT00000023192","1",83449532,83473280,23748,1794,6,"ENSBTAG00000017450",36,18,0.414116445362989
"402","ENSBTAT00000023240","1",145005835,145050003,44168,2153,10,"ENSBTAG00000017486",298,106,0.387574073774613
"403","ENSBTAT00000023309","1",80561043,80576076,15033,1154,7,"ENSBTAG00000017531",32,20,0.125956493144665
"404","ENSBTAT00000023366","1",102272282,102388040,115758,5389,47,"ENSBTAG00000006975",195,61,0.781563182977126
"405","ENSBTAT00000023484","1",135869786,135881384,11598,769,5,"ENSBTAG00000035556",15,4,0.338093471647588
"406","ENSBTAT00000023496","1",83125893,83203874,77981,4282,29,"ENSBTAG00000017666",134,54,0.053509457119653
"407","ENSBTAT00000023649","1",59909484,59909822,338,338,1,"ENSBTAG00000047946",12,4,0.354507721181924
"408","ENSBTAT00000023716","1",4381315,4429760,48445,1859,13,"ENSBTAG00000048631",31,19,0.126392181968974
"409","ENSBTAT00000023769","1",144425388,144426158,770,770,1,"ENSBTAG00000017882",114,40,0.314197129059184
"410","ENSBTAT00000023971","1",110575015,110642235,67220,1197,6,"ENSBTAG00000018009",45,15,0.343452773162052
"411","ENSBTAT00000023995","1",70185027,70225718,40691,1301,10,"ENSBTAG00000018025",44,14,0.224939325812923
"412","ENSBTAT00000024042","1",64301530,64323477,21947,883,5,"ENSBTAG00000018059",11,3,0.209969100137534
"413","ENSBTAT00000024143","1",126736214,126814320,78106,1568,16,"ENSBTAG00000018138",46,17,0.310096799177097
"414","ENSBTAT00000024203","1",143782574,143807986,25412,925,11,"ENSBTAG00000018186",59,18,0.249829722992358
"415","ENSBTAT00000024208","1",143819698,143823652,3954,300,3,"ENSBTAG00000018189",4,1,0.224903867525793
"416","ENSBTAT00000024261","1",97443572,97458182,14610,1312,8,"ENSBTAG00000018228",23,7,0.313135723937976
"417","ENSBTAT00000024326","1",1643710,1650967,7257,632,7,"ENSBTAG00000018278",16,12,0.210923424163454
"418","ENSBTAT00000024367","1",103333840,103334259,419,419,1,"ENSBTAG00000018312",41,14,0.255255716276305
"419","ENSBTAT00000024411","1",128258681,128288461,29780,2170,5,"ENSBTAG00000018346",73,27,0.295683986412218
